7.202766e+00,1.318320e-01,-2.448979e+01,-2.836364e-02
7.594543e+00,-1.327090e-01,-2.503599e+01,-2.923807e-02
7.177971e+00,5.861000e-02,-2.523656e+01,-1.926358e-02
7.560131e+00,-2.296930e-01,-2.582443e+01,-1.881382e-02
7.980915e+00,-5.696370e-01,-2.545361e+01,-3.090187e-02
8.049427e+00,-8.048950e-01,-2.478038e+01,-4.144010e-02
7.558517e+00,-4.082960e-01,-2.434776e+01,-3.733246e-02
7.616806e+00,-1.048960e-01,-2.364777e+01,-4.745902e-02
7.345345e+00,5.294290e-01,-2.373312e+01,-4.036869e-02
6.745346e+00,7.586100e-01,-2.410394e+01,-2.331889e-02
6.477970e+00,3.259860e-01,-2.480394e+01,-1.110416e-02
6.260132e+00,1.679020e-01,-2.573148e+01,1.488359e-03
6.960133e+00,-1.797330e-01,-2.608449e+01,-6.267047e-03
7.330952e+00,-6.005130e-01,-2.642442e+01,-8.576964e-03
7.930954e+00,-8.296940e-01,-2.605360e+01,-2.224739e-02
7.591011e+00,-1.200514e+00,-2.647440e+01,-1.165718e-02
8.027939e+00,-1.618131e+00,-2.608803e+01,-2.057105e-02
7.355751e+00,-1.873736e+00,-2.654291e+01,-4.089902e-03
7.752350e+00,-2.306360e+00,-2.605200e+01,-1.301014e-02
8.512760e+00,-2.332476e+00,-2.580229e+01,-2.773260e-02
8.909111e+00,-1.732476e+00,-2.546298e+01,-4.535585e-02
9.169170e+00,-2.332476e+00,-2.551296e+01,-4.589600e-02
9.509109e+00,-1.961656e+00,-2.509216e+01,-6.365071e-02
9.138290e+00,-1.361656e+00,-2.486299e+01,-6.352144e-02
9.606098e+00,-2.750093e+00,-2.512657e+01,-5.850460e-02
1.002440e+01,-2.649047e+00,-2.475738e+01,-7.567175e-02
1.032780e+01,-3.349047e+00,-2.481567e+01,-7.463471e-02
1.071740e+01,-2.490754e+00,-2.445976e+01,-1.002526e-01
1.119305e+01,-3.349047e+00,-2.481567e+01,-9.479024e-02
1.156363e+01,-2.448496e+00,-2.433118e+01,-1.291234e-01
1.090355e+01,-1.961640e+00,-2.377126e+01,-1.273004e-01
1.142887e+01,-2.261255e+00,-2.341544e+01,-1.509187e-01
1.090355e+01,-1.961640e+00,-2.302962e+01,-1.456664e-01
1.030355e+01,-1.732460e+00,-2.340044e+01,-1.211295e-01
1.166968e+01,-2.827462e+00,-2.272584e+01,-1.696203e-01
1.086408e+01,-2.441546e+00,-2.230577e+01,-1.537887e-01
1.247675e+01,-2.598008e+00,-2.313966e+01,-1.957703e-01
1.294646e+01,-3.130997e+00,-2.270906e+01,-2.178637e-01
1.253867e+01,-3.890997e+00,-2.232082e+01,-1.930305e-01
1.163449e+01,-3.456369e+00,-2.191974e+01,-1.753410e-01
1.073220e+01,-2.954649e+00,-2.158112e+01,-1.544301e-01
1.010664e+01,-2.152229e+00,-2.183765e+01,-1.415620e-01
1.004835e+01,-2.455629e+00,-2.113763e+01,-1.463786e-01
9.857002e+00,-1.726636e+00,-2.136734e+01,-1.480086e-01
9.383835e+00,-1.337066e+00,-2.202966e+01,-1.230868e-01
9.492882e+00,-9.976250e-01,-2.096570e+01,-1.517070e-01
8.815750e+00,-6.382910e-01,-2.174048e+01,-1.096348e-01
8.514011e+00,-1.222162e+00,-2.293143e+01,-7.723522e-02
9.408783e+00,-1.526791e+00,-2.324330e+01,-9.857959e-02
8.514011e+00,-1.222162e+00,-2.379668e+01,-6.431220e-02
9.138290e+00,-1.361656e+00,-2.412134e+01,-7.606726e-02
8.049427e+00,-8.048950e-01,-2.391515e+01,-5.327692e-02
8.023102e+00,-8.255620e-01,-2.336406e+01,-6.036712e-02
8.123276e+00,-3.150840e-01,-2.232668e+01,-7.798819e-02
7.684658e+00,1.330790e-01,-2.313312e+01,-5.599038e-02
7.426556e+00,5.506950e-01,-2.245740e+01,-5.901083e-02
7.395309e+00,7.894860e-01,-2.313312e+01,-4.941559e-02
6.974525e+00,1.129430e+00,-2.276230e+01,-4.410021e-02
6.974525e+00,1.129430e+00,-2.350394e+01,-3.509033e-02
6.374527e+00,1.468738e+00,-2.310759e+01,-2.577587e-02
6.374527e+00,1.179390e+00,-2.376399e+01,-1.907278e-02
5.674526e+00,1.527025e+00,-2.341099e+01,-7.819437e-03
5.572994e+00,9.954490e-01,-2.460731e+01,2.963354e-03
