1.266823e+00,-2.560162e+01,1.432935e+01,NaN
1.866829e+00,-2.537244e+01,1.470017e+01,NaN
1.583344e+00,-2.549245e+01,1.509444e+01,NaN
1.877625e+00,-2.512562e+01,1.568588e+01,NaN
2.410294e+00,-2.466145e+01,1.469272e+01,NaN
2.352005e+00,-2.435805e+01,1.539270e+01,NaN
2.666496e+00,-2.396146e+01,1.487347e+01,NaN
2.716263e+00,-2.440315e+01,1.408435e+01,NaN
3.157410e+00,-2.356486e+01,1.444086e+01,NaN
3.444565e+00,-2.404172e+01,1.359183e+01,NaN
3.104332e+00,-2.497407e+01,1.350430e+01,NaN
2.844276e+00,-2.557407e+01,1.345435e+01,NaN
3.444283e+00,-2.534489e+01,1.308353e+01,NaN
3.073463e+00,-2.594488e+01,1.285434e+01,NaN
2.473457e+00,-2.599485e+01,1.311440e+01,NaN
1.874008e+00,-2.575023e+01,1.381367e+01,NaN
1.873451e+00,-2.594488e+01,1.285434e+01,NaN
1.291100e+00,-2.551194e+01,1.363385e+01,NaN
1.402283e+00,-2.552992e+01,1.264230e+01,NaN
1.873451e+00,-2.594488e+01,1.211270e+01,NaN
1.567810e+00,-2.532337e+01,1.177480e+01,NaN
1.023888e+00,-2.480965e+01,1.234708e+01,NaN
1.276558e+00,-2.447948e+01,1.144580e+01,NaN
5.812070e-01,-2.359084e+01,1.213779e+01,NaN
4.267270e-01,-2.417639e+01,1.292740e+01,NaN
2.959980e-01,-2.477244e+01,1.372934e+01,NaN
5.856300e-02,-2.389648e+01,1.333179e+01,NaN
-1.413420e-01,-2.443282e+01,1.443318e+01,NaN
2.460400e-01,-2.503250e+01,1.432935e+01,NaN
6.668170e-01,-2.537244e+01,1.395853e+01,NaN
6.324160e-01,-2.546943e+01,1.474695e+01,NaN
2.147980e-01,-2.479371e+01,1.500507e+01,NaN
5.833740e-01,-2.568346e+01,1.548776e+01,NaN
1.565090e-01,-2.509711e+01,1.570505e+01,NaN
-2.400890e-01,-2.552973e+01,1.619597e+01,NaN
1.775280e-01,-2.620545e+01,1.593787e+01,NaN
-5.434880e-01,-2.482973e+01,1.613768e+01,NaN
-9.761120e-01,-2.552973e+01,1.640506e+01,NaN
-1.408737e+00,-2.482973e+01,1.613768e+01,NaN
-1.974487e+00,-2.569074e+01,1.613568e+01,NaN
-1.671089e+00,-2.639074e+01,1.607739e+01,NaN
-9.911190e-01,-2.690545e+01,1.587958e+01,NaN
-1.878624e+00,-2.743037e+01,1.568021e+01,NaN
-8.345870e-01,-2.791966e+01,1.510501e+01,NaN
-5.321880e-01,-2.743037e+01,1.568021e+01,NaN
-1.526490e-01,-2.687437e+01,1.594264e+01,NaN
2.139130e-01,-2.792855e+01,1.607919e+01,NaN
5.592190e-01,-2.757591e+01,1.631363e+01,NaN
7.153470e-01,-2.688341e+01,1.621854e+01,NaN
