-3.354538,22.522446,0.032898
-3.054962,23.058266,-0.276367
-3.471764,23.040031,-5.19E-4
-3.425781,23.479042,-0.616333
-2.825775,23.429085,-0.876373
-2.357971,22.875877,-0.612793
-2.794907,22.45826,-0.22641
-3.026978,21.916885,-0.069244
-3.751137,22.089821,0.523804
-3.423576,21.484261,0.421661
-3.809425,21.786423,1.223801
-3.481865,21.180862,1.121658
-3.423576,21.484261,1.821655
-3.860214,21.95121,2.277527
-4.468834,22.400337,1.674561
-4.326256,22.797935,0.917908
-4.171761,23.09832,0.302887
-3.930183,23.447899,-0.418121
-3.858406,23.969955,-1.012924
-3.442329,23.798386,-1.257431
-2.742332,23.740097,-1.560822
-2.069107,23.286507,-1.273987
-1.79409,22.67263,-0.797928
-2.076035,22.006683,-0.487305
-2.232681,21.260132,-0.437622
-2.67643,21.022202,0.021164
-2.839264,20.65419,0.721161
-2.990952,20.784264,1.554291
-2.723579,21.216888,2.254272
-3.160217,21.892921,2.580933
-3.997078,22.129318,2.81813
-4.697075,22.07103,2.51474
-5.28685,22.410568,1.65802
-4.926262,23.027122,1.288727
-4.697075,23.397942,0.688721
-4.63018,23.506187,-0.114731
-4.504723,23.979218,-0.869156
-5.297081,23.836205,-0.418121
-5.594299,24.019623,-0.923584
-5.101158,24.773193,-1.566055
-4.071136,24.806496,-1.770874
-3.174957,24.23101,-1.957428
-2.843491,24.607498,-2.255234
-3.74646,25.331818,-2.62088
-2.547462,25.086472,-3.030243
-2.068489,24.31147,-2.734207
-1.910217,24.67984,-3.442535
-1.688187,24.161911,-3.420822
-1.635864,23.611473,-2.466827
-1.293892,23.481956,-3.056213
-0.601463,23.0672,-2.618912
-0.601463,23.0672,-1.679504
-1.361465,23.130486,-1.350098
-2.061462,23.513733,-1.783905
-0.891762,22.597496,-0.919495
-0.13176,22.307198,-1.389206
-0.562355,21.837494,-0.856216
-1.361465,21.837494,-0.629211
-0.709221,21.224113,-0.713226
-1.496658,21.260132,-0.646729
-0.028015,21.365799,-1.335892
0.00412,20.600327,-1.42952
0.158531,21.837494,-2.1492
0.510284,20.562286,-2.801208
0.2715,20.167702,-2.129517
0.418228,19.596085,-1.922028
0.120956,19.434814,-1.050552
-0.027016,19.826904,-0.374832
-0.708221,20.034821,-0.079727
-1.929283,20.560135,-0.379333
-1.496658,20.069221,0.017258
-2.196655,20.12751,0.320648
-0.975594,19.602196,0.62027
-1.797943,19.925179,1.49469
-2.196655,20.12751,1.185913
-2.287239,20.500381,1.797089
-1.530571,20.357803,2.194672
-2.019867,20.933006,2.49707
-1.002983,20.664436,2.531219
-1.661285,21.759552,2.838043
-2.345139,21.700142,2.581787
-1.985954,22.383835,2.977524
-2.727592,22.383835,2.977524
-2.356773,22.804611,3.317474
-2.956779,22.754654,3.57753
-3.462616,22.382217,3.156128
-3.377556,22.414703,3.948349
-3.989349,21.899506,3.523849
-3.446075,22.179451,4.621567
-4.590874,21.580231,4.679626
-4.612015,21.581413,3.934204
-4.613632,21.760017,3.199188
-5.102928,21.184814,3.501587
-5.138947,21.460396,2.813354
-5.564453,20.878845,3.749008
-5.04451,21.180099,5.109741
-4.592491,21.758835,5.414642
-5.013268,21.418884,5.785461
-5.430397,20.391357,5.589294
-5.515625,20.727676,4.764496
-5.92131,19.994759,5.156677
-6.03347,20.364006,4.207062
-6.621307,19.93647,4.853271
-6.733467,20.305717,3.903671
-6.26445,20.820557,3.445618
-7.203171,20.721497,3.385498
-6.845047,21.246521,2.978821
-5.906769,21.34584,2.598343
-6.271568,21.893021,2.113358
-5.406319,21.893021,2.113358
-6.1521,22.410568,1.65802
-6.93119,22.198494,2.091309
-7.234589,22.898491,2.03302
-6.565117,23.078842,1.205032
-5.6679,23.027122,1.288727
-5.897087,23.397942,0.688721
-5.297081,23.447899,0.948761
-5.297081,23.627113,0.317902
-6.079193,23.472946,-0.215973
-6.894402,23.172325,0.115417
-6.894402,23.381416,-0.620605
-6.461777,23.87233,-1.017197
-6.766678,24.324348,-1.595932
-6.090958,24.293106,-1.357147
-6.321388,24.898445,-2.038132
-5.658333,24.784019,-1.753754
-5.855812,25.723343,-2.365692
-4.553726,25.449158,-2.154526
-4.877632,25.781616,-2.386566
-5.351463,26.220001,-2.882324
-4.576462,26.155464,-3.218231
-5.351463,26.548294,-3.62709
